Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
moving companies ottawa to toronto,23,23,90,5,8.15,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.88,8400000,"[50,50,50,100,78,50,78,78,78,64,50,50]",2026-03-03,"People also ask, Related searches, AI overview",informational,Organic
moving companies ottawa to toronto,47,47,90,5,8.15,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.88,8400000,"[50,50,50,100,78,50,78,78,78,64,50,50]",2026-03-03,"People also ask, Related searches, AI overview",informational,Organic
movers barrhaven,71,71,110,11,5.43,https://www.firstratemovers.com/,0,0,0.00,0.65,25600,"[3,3,7,7,7,11,11,80,80,65,100,100]",2026-01-27,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
relocation companies,80,80,260,42,5.05,https://www.firstratemovers.com/,0,0,0.00,0.16,88300000,"[6,9,12,15,23,19,100,54,44,44,44,36]",2026-02-27,"Local pack, Ads bottom, Related searches, AI overview",informational,Organic
moving service,15,15,1000,68,6.50,https://www.firstratemovers.com/,0,0,0.00,0.1,1500000000,"[34,20,24,55,16,24,55,30,30,44,30,100]",2026-02-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
moving service,21,21,1000,68,6.50,https://www.firstratemovers.com/,0,0,0.00,0.1,1500000000,"[34,20,24,55,16,24,55,30,30,44,30,100]",2026-02-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
sell unused items,46,46,70,27,1.39,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.31,45000000,"[33,42,33,33,33,33,9,33,33,33,23,33]",2026-03-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
truck rental movers,54,54,90,65,1.71,https://www.firstratemovers.com/,0,0,0.00,0.23,19900000,"[100,100,53,15,0,0,0,12,9,6,9,3]",2026-01-18,"Local pack, Video, Related searches",commercial,Organic
mover quotation,38,38,590,22,9.28,https://www.firstratemovers.com/,0,0,0.00,0.42,492000000,"[36,45,62,100,81,55,62,0,0,0,0,0]",2026-02-18,"Image pack, Video, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
mover quotation,50,50,590,22,9.28,https://www.firstratemovers.com/moving-quotes/,0,0,0.00,0.42,492000000,"[36,45,62,100,81,55,62,0,0,0,0,0]",2026-02-18,"Image pack, Video, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
hour movers,25,25,70,26,3.94,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.54,64700000,"[11,11,11,82,64,82,82,100,11,11,11,11]",2026-01-13,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
best place to buy moving supplies,34,34,320,40,0.91,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.89,156000000,"[29,36,29,44,36,36,36,36,36,54,44,44]",2026-02-03,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",commercial,Organic
ontario moving companies,29,29,110,32,7.22,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.66,201000000,"[52,52,19,52,33,42,23,66,66,66,80,100]",2026-01-24,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",commercial,Organic
moving companies peterborough,2,2,390,27,4.86,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.81,14600000,"[81,81,66,81,81,66,66,54,66,44,66,54]",2026-02-14,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
movers with storage,29,29,260,61,6.22,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.21,38000000,"[44,100,5,5,9,5,9,54,36,81,66,23]",2026-02-14,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
movers with storage,70,70,260,61,6.22,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.21,38000000,"[44,100,5,5,9,5,9,54,36,81,66,23]",2026-02-14,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
storage locker ottawa,34,34,1000,34,3.65,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.71,1660000,"[54,30,30,41,66,100,30,36,36,54,41,36]",2026-02-06,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
moving companies sault ste marie ontario,4,4,70,14,1.68,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.57,1080000,"[78,78,50,50,35,50,14,78,50,64,64,64]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
moving companies sault ste marie ontario,4,4,70,14,1.68,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.57,1080000,"[78,78,50,50,35,50,14,78,50,64,64,64]",2026-03-03,"Local pack, Image, People also ask, Related searches",commercial,People also ask
affordable movers near me,19,19,210,41,5.57,https://www.firstratemovers.com/,0,0,0.00,0.92,0,"[44,35,28,23,28,35,28,35,44,44,28,23]",2026-03-07,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",transactional,Organic
affordable movers near me,52,52,210,41,5.57,https://www.firstratemovers.com/,0,0,0.00,0.92,0,"[44,35,28,23,28,35,28,35,44,44,28,23]",2026-03-07,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",transactional,Organic
affordable movers near me,65,65,210,41,5.57,https://www.firstratemovers.com/,0,0,0.00,0.92,0,"[44,35,28,23,28,35,28,35,44,44,28,23]",2026-03-07,"Local pack, Sitelinks, Video, Related searches, Discussions and forums",transactional,Organic
peterborough movers,5,5,320,36,4.86,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.81,450000,"[66,44,66,28,66,66,66,66,66,35,54,28]",2026-02-12,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,People also ask
buy boxes,43,43,480,40,3.02,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.68,888000000,"[66,66,44,81,81,81,54,66,66,100,81,66]",2026-01-16,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
fitness equipment moving companies,8,8,90,5,3.04,https://www.firstratemovers.com/how-to-choose-a-good-moving-company/,0,0,0.00,0.8,208,"[42,34,34,34,26,26,34,26,19,42,26,42]",2026-03-05,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
fitness equipment moving companies,8,8,90,5,3.04,https://www.firstratemovers.com/,0,0,0.00,0.8,208,"[42,34,34,34,26,26,34,26,19,42,26,42]",2026-03-05,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
big day movers,45,45,90,13,3.68,https://www.firstratemovers.com/,0,0,0.00,0.37,0,"[0,14,78,78,78,78,78,100,100,78,50,21]",2026-03-08,"Knowledge panel, Video, Related searches, AI overview",navigational,Organic
123 moving,9,9,170,17,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.01,823000000,"[100,81,53,43,53,53,43,43,65,65,43,43]",2026-02-10,"Video, People also ask, AI overview",informational,People also ask
absolutely moving,29,29,50,22,3.37,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.42,492000000,"[18,18,18,18,18,18,100,63,63,81,63,63]",2026-02-16,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",commercial,Organic
boxes moving,26,26,70,30,0.82,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,1,0,"[3,7,7,7,11,7,65,53,65,65,34,7]",2026-03-09,"Local pack, Sitelinks, Video, Image, Ads top, Video Carousel, Popular products, Related searches, Ads middle",commercial,Organic
move appliances,27,27,70,9,2.81,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.86,234000000,"[0,0,0,4,23,52,14,100,100,52,52,42]",2026-01-25,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
best deal on moving boxes,44,44,320,35,1.42,https://www.firstratemovers.com/moving-boxes-and-supplies/,0,0,0.00,0.94,316000000,"[26,32,26,32,32,32,32,32,32,39,39,32]",2026-02-01,"Sitelinks, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
movers in ottawa ontario,66,66,1000,49,6.95,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.86,544000,"[82,55,4,5,20,65,30,16,24,24,24,20]",2026-02-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
movers in ottawa ontario,95,95,1000,49,6.95,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.86,544000,"[82,55,4,5,20,65,30,16,24,24,24,20]",2026-02-21,"Local pack, Sitelinks, Image, People also ask, Related searches",commercial,Organic
cheap moving companies long distance,26,26,70,33,4.65,https://www.firstratemovers.com/long-distance-moving/,0,0,0.00,0.14,305000000,"[0,0,66,100,0,0,8,2,2,2,2,2]",2026-02-04,"Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
moving from toronto,55,55,140,16,0.00,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,0,0,0.00,0.57,172000000,"[81,100,100,100,53,6,6,12,12,9,9,15]",2026-01-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
moving from toronto,59,59,140,16,0.00,https://www.firstratemovers.com/moving-to-ottawa-from-toronto/,0,0,0.00,0.57,172000000,"[81,100,100,100,53,6,6,12,12,9,9,15]",2026-01-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
local moving companies ottawa,45,45,90,43,5.40,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.72,9990000,"[12,17,12,23,23,23,28,23,28,17,17,17]",2026-01-18,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
best moving company in ottawa,5,5,50,41,4.10,https://www.firstratemovers.com/,0,0,0.00,0.59,11300000,"[81,63,18,27,100,36,45,45,45,27,81,18]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
best moving company in ottawa,33,33,50,41,4.10,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.59,11300000,"[81,63,18,27,100,36,45,45,45,27,81,18]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
best moving company in ottawa,49,49,50,41,4.10,https://www.firstratemovers.com/ottawa-packing-services/,0,0,0.00,0.59,11300000,"[81,63,18,27,100,36,45,45,45,27,81,18]",2026-02-21,"Local pack, Sitelinks, People also ask, Related searches, Discussions and forums",commercial,Organic
storage rate,15,15,110,19,3.47,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.68,1150000000,"[53,100,12,23,12,12,12,28,17,23,35,35]",2026-01-25,"Video, People also ask, Related searches, AI overview",informational,Organic
where do you get rid of old furniture,14,14,90,23,1.77,https://www.firstratemovers.com/furniture-donation-disposal/,0,0,0.00,0.8,97200000,"[26,26,7,34,34,34,42,26,34,42,34,34]",2026-02-04,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",transactional,Organic
moving company in newmarket,49,49,70,18,8.76,https://www.firstratemovers.com/moving-from-ottawa-to-toronto/,0,0,0.00,0.74,967000,"[0,0,3,11,11,11,11,100,65,53,19,15]",2026-01-19,"Local pack, Image, People also ask, Related searches",commercial,Organic
cheap storage ottawa,16,16,110,45,4.21,https://www.firstratemovers.com/free-storage-ottawa/,0,0,0.00,0.91,56900000,"[50,50,50,78,78,78,100,78,100,78,78,64]",2026-02-26,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
appliances movers,37,37,140,11,2.39,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.98,24300000,"[29,22,10,22,29,35,29,35,35,22,22,22]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
cost to move household,56,56,50,,1.91,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.51,907000000,"[5,0,0,0,0,0,0,52,82,64,64,52]",2026-02-16,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
movers peterborough ontario,2,2,390,38,4.86,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.81,192000,"[66,66,66,81,81,66,66,66,54,44,54,44]",2026-03-02,"Local pack, Sitelinks, People also ask, Related searches",commercial,People also ask
piano moving services near me,8,8,210,24,2.61,https://www.firstratemovers.com/ottawa-piano-movers/,0,0,0.00,0.56,88100000,"[66,82,100,43,53,28,43,43,43,23,23,66]",2026-03-03,"Local pack, People also ask, Related searches, AI overview",transactional,Organic
tv movers,8,8,50,8,2.00,https://www.firstratemovers.com/how-to-safely-move-your-big-screen-tv/,0,0,0.00,0.51,131000000,"[52,52,29,29,29,41,5,41,23,11,11,5]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tv movers,15,15,50,8,2.00,https://www.firstratemovers.com/how-to-safely-move-your-big-screen-tv/,0,0,0.00,0.51,131000000,"[52,52,29,29,29,41,5,41,23,11,11,5]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tv movers,34,34,50,8,2.00,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.51,131000000,"[52,52,29,29,29,41,5,41,23,11,11,5]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tv movers,49,49,50,8,2.00,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.51,131000000,"[52,52,29,29,29,41,5,41,23,11,11,5]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tv movers,57,57,50,8,2.00,https://www.firstratemovers.com/preparing-appliances/,0,0,0.00,0.51,131000000,"[52,52,29,29,29,41,5,41,23,11,11,5]",2026-02-24,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
binbrook moving,9,9,50,14,0.00,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.05,416000,"[7,7,7,7,65,42,42,7,7,7,7,7]",2026-03-02,"Knowledge panel, Sitelinks, Video, Image, People also ask",informational,People also ask
moving company rates,98,98,70,6,3.65,https://www.firstratemovers.com/,0,0,0.00,0.77,569000000,"[9,9,9,66,52,52,9,23,52,52,19,14]",2026-01-22,"Sitelinks, Video, Related searches, AI overview",informational,Organic
moving companies ottawa prices,25,25,70,17,5.33,https://www.firstratemovers.com/typical-move-costs-for-2024/,0,0,0.00,0.72,17700000,"[10,14,10,10,10,14,10,18,29,22,18,18]",2026-01-16,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic
moving companies ottawa prices,52,52,70,17,5.33,https://www.firstratemovers.com/local-moving-in-ottawa/,0,0,0.00,0.72,17700000,"[10,14,10,10,10,14,10,18,29,22,18,18]",2026-01-16,"Local pack, Sitelinks, People also ask, Related searches, AI overview",commercial,Organic
moving service hire,22,22,50,55,5.44,https://www.firstratemovers.com/,0,0,0.00,0.83,133000000,"[63,81,63,81,18,18,100,18,18,18,27,36]",2026-02-27,"Local pack, Ads bottom, People also ask, Related searches",commercial,Organic
moving service hire,37,37,50,55,5.44,https://www.firstratemovers.com/,0,0,0.00,0.83,133000000,"[63,81,63,81,18,18,100,18,18,18,27,36]",2026-02-27,"Local pack, Ads bottom, People also ask, Related searches",commercial,Organic
best ottawa movers,5,5,70,45,4.10,https://www.firstratemovers.com/,0,0,0.00,0.59,931000,"[0,0,6,100,8,1,1,28,6,1,5,5]",2026-02-20,"Knowledge panel, Sitelinks, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
happy ending movers,33,33,110,19,0.00,https://www.firstratemovers.com/,0,0,0.00,0,21300000,"[43,43,35,35,35,18,4,14,18,14,14,10]",2026-02-07,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",informational,Organic
commercial mover,1,1,320,23,8.18,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.01,1620000000,"[2,10,7,10,10,12,19,67,67,100,67,81]",2026-02-20,"Local pack, Video, People also ask, Related searches",commercial,People also ask
where to sell second hand furniture,31,31,90,32,1.05,https://www.firstratemovers.com/where-can-i-sell-donate-or-dispose-of-my-belongings-in-ottawa/,0,0,0.00,0.55,177000000,"[50,78,50,78,64,100,64,50,78,64,64,64]",2026-02-10,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
moving insurance,63,63,70,16,5.38,https://www.firstratemovers.com/moving-company-insurance-coverage/,0,0,0.00,0.52,911000000,"[19,7,15,26,26,26,34,65,53,42,7,7]",2026-02-26,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
moving companies burlington,1,1,320,25,10.41,https://www.firstratemovers.com/local-ottawa-moving-rates/,0,0,0.00,0.81,9500000,"[29,54,54,29,44,66,54,54,36,66,44,44]",2026-02-19,"Local pack, People also ask, Related searches",commercial,People also ask
